"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","HTTP","",""
"pre_128cipher","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","No 128 cipher limit bug","",""
"SSLv2","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","not offered","",""
"SSLv3","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","not offered","",""
"TLS1","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","not offered","",""
"TLS1_1","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","not offered","",""
"TLS1_2","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","offered","",""
"TLS1_3","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","offered with final","",""
"NPN","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","offered with http/1.1 (advertised)","",""
"ALPN","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","http/1.1","",""
"cipherlist_NULL","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","not offered","","CWE-327"
"cipherlist_LOW","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","not offered","",""
"cipherlist_STRONG_FS","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","offered","",""
"cipher_order-tls1_2","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","server","",""
"cipher-tls1_2_xc02f","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 253   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc030","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 253   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xcca8","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","TLSv1.2   xcca8   ECDHE-RSA-CHACHA20-POLY1305       ECDH 253   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipherorder_TLSv1_2","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-CHACHA20-POLY1305","",""
"prioritize_chacha_TLSv1_2","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","false","",""
"cipher_order-tls1_3","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","server","",""
"cipher-tls1_3_x1302","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","TLSv1.3   x1302   TLS_AES_256_GCM_SHA384            ECDH 253   AESGCM      256      TLS_AES_256_GCM_SHA384","",""
"cipher-tls1_3_x1303","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","TLSv1.3   x1303   TLS_CHACHA20_POLY1305_SHA256      ECDH 253   ChaCha20    256      TLS_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_3_x1301","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","TLSv1.3   x1301   TLS_AES_128_GCM_SHA256            ECDH 253   AESGCM      128      TLS_AES_128_GCM_SHA256","",""
"cipherorder_TLSv1_3","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256 TLS_AES_128_GCM_SHA256","",""
"prioritize_chacha_TLSv1_3","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","false","",""
"cipher_order","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","server","",""
"FS","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","offered","",""
"FS_ciphers","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-CHACHA20-POLY1305 TLS_AES_128_GCM_SHA256 ECDHE-RSA-AES128-GCM-SHA256","",""
"FS_ECDHE_curves","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","prime256v1 secp384r1 secp521r1 X25519 X448","",""
"FS_TLS12_sig_algs","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","RSA-PSS-RSAE+SHA256 RSA-PSS-RSAE+SHA384 RSA-PSS-RSAE+SHA512 RSA+SHA256 RSA+SHA384 RSA+SHA512 RSA+SHA224","",""
"FS_TLS13_sig_algs","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","RSA-PSS-RSAE+SHA256 RSA-PSS-RSAE+SHA384 RSA-PSS-RSAE+SHA512","",""
"TLS_extensions","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","'server name/#0' 'max fragment length/#1' 'supported_groups/#10' 'EC point formats/#11' 'application layer protocol negotiation/#16' 'extended master secret/#23' 'session ticket/#35' 'supported versions/#43' 'key share/#51' 'next protocol/#13172' 'renegotiation info/#65281'","",""
"TLS_session_ticket","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","valid for 300 seconds only (<daily)","",""
"SSL_sessionID_support","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","yes","",""
"sessionresumption_ticket","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","supported","",""
"sessionresumption_ID","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","not supported","",""
"TLS_timestamp","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","random","",""
"certificate_compression","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","none","",""
"clientAuth","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","none","",""
"cert_numbers","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","1","",""
"cert_signatureAlgorithm","track-egapro.travail.gouv.fr/185.140.222.23","443","OK","SHA256 with RSA","",""
"cert_keySize","track-egapro.travail.gouv.fr/185.140.222.23","443","INFO","RSA 2048 bits (exponent is 65537)","",""
